id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kematian,jenis_kelamin,jumlah_kematian,satuan,tahun
244,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NEONATAL,PEREMPUAN,59,JIWA,2015
245,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ANAK BALITA,LAKI-LAKI,6,JIWA,2015
246,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ANAK BALITA,PEREMPUAN,6,JIWA,2015
247,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BAYI,LAKI-LAKI,107,JIWA,2015
248,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BAYI,PEREMPUAN,74,JIWA,2015
249,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NEONATAL,LAKI-LAKI,78,JIWA,2015
250,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NEONATAL,PEREMPUAN,57,JIWA,2015
251,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ANAK BALITA,LAKI-LAKI,8,JIWA,2015
252,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ANAK BALITA,PEREMPUAN,8,JIWA,2015
253,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BAYI,LAKI-LAKI,152,JIWA,2015
254,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BAYI,PEREMPUAN,104,JIWA,2015
255,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NEONATAL,LAKI-LAKI,143,JIWA,2015
256,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NEONATAL,PEREMPUAN,83,JIWA,2015
257,32,JAWA BARAT,3213,KABUPATEN SUBANG,ANAK BALITA,LAKI-LAKI,1,JIWA,2015
258,32,JAWA BARAT,3213,KABUPATEN SUBANG,ANAK BALITA,PEREMPUAN,1,JIWA,2015
259,32,JAWA BARAT,3213,KABUPATEN SUBANG,BAYI,LAKI-LAKI,73,JIWA,2015
260,32,JAWA BARAT,3213,KABUPATEN SUBANG,BAYI,PEREMPUAN,52,JIWA,2015
261,32,JAWA BARAT,3213,KABUPATEN SUBANG,NEONATAL,LAKI-LAKI,66,JIWA,2015
262,32,JAWA BARAT,3213,KABUPATEN SUBANG,NEONATAL,PEREMPUAN,47,JIWA,2015
263,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ANAK BALITA,LAKI-LAKI,0,JIWA,2015
264,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ANAK BALITA,PEREMPUAN,0,JIWA,2015
265,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BAYI,LAKI-LAKI,65,JIWA,2015
266,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BAYI,PEREMPUAN,65,JIWA,2015
267,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NEONATAL,LAKI-LAKI,51,JIWA,2015
268,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NEONATAL,PEREMPUAN,56,JIWA,2015
269,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ANAK BALITA,LAKI-LAKI,5,JIWA,2015
270,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ANAK BALITA,PEREMPUAN,5,JIWA,2015
271,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BAYI,LAKI-LAKI,105,JIWA,2015
272,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BAYI,PEREMPUAN,84,JIWA,2015
273,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NEONATAL,LAKI-LAKI,91,JIWA,2015
274,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NEONATAL,PEREMPUAN,69,JIWA,2015
275,32,JAWA BARAT,3216,KABUPATEN BEKASI,ANAK BALITA,LAKI-LAKI,0,JIWA,2015
276,32,JAWA BARAT,3216,KABUPATEN BEKASI,ANAK BALITA,PEREMPUAN,0,JIWA,2015
277,32,JAWA BARAT,3216,KABUPATEN BEKASI,BAYI,LAKI-LAKI,74,JIWA,2015
278,32,JAWA BARAT,3216,KABUPATEN BEKASI,BAYI,PEREMPUAN,49,JIWA,2015
279,32,JAWA BARAT,3216,KABUPATEN BEKASI,NEONATAL,LAKI-LAKI,71,JIWA,2015
280,32,JAWA BARAT,3216,KABUPATEN BEKASI,NEONATAL,PEREMPUAN,48,JIWA,2015
281,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ANAK BALITA,LAKI-LAKI,0,JIWA,2015
282,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ANAK BALITA,PEREMPUAN,1,JIWA,2015
283,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BAYI,LAKI-LAKI,60,JIWA,2015
284,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BAYI,PEREMPUAN,54,JIWA,2015
285,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NEONATAL,LAKI-LAKI,59,JIWA,2015
286,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NEONATAL,PEREMPUAN,53,JIWA,2015
287,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ANAK BALITA,LAKI-LAKI,4,JIWA,2015
288,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ANAK BALITA,PEREMPUAN,5,JIWA,2015
289,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BAYI,LAKI-LAKI,33,JIWA,2015
290,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BAYI,PEREMPUAN,27,JIWA,2015
291,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEONATAL,LAKI-LAKI,24,JIWA,2015
292,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEONATAL,PEREMPUAN,21,JIWA,2015
293,32,JAWA BARAT,3271,KOTA BOGOR,ANAK BALITA,LAKI-LAKI,5,JIWA,2015
294,32,JAWA BARAT,3271,KOTA BOGOR,ANAK BALITA,PEREMPUAN,2,JIWA,2015
295,32,JAWA BARAT,3271,KOTA BOGOR,BAYI,LAKI-LAKI,45,JIWA,2015
296,32,JAWA BARAT,3271,KOTA BOGOR,BAYI,PEREMPUAN,20,JIWA,2015
297,32,JAWA BARAT,3271,KOTA BOGOR,NEONATAL,LAKI-LAKI,36,JIWA,2015
298,32,JAWA BARAT,3271,KOTA BOGOR,NEONATAL,PEREMPUAN,15,JIWA,2015
299,32,JAWA BARAT,3272,KOTA SUKABUMI,ANAK BALITA,LAKI-LAKI,2,JIWA,2015
300,32,JAWA BARAT,3272,KOTA SUKABUMI,ANAK BALITA,PEREMPUAN,2,JIWA,2015
301,32,JAWA BARAT,3272,KOTA SUKABUMI,BAYI,LAKI-LAKI,25,JIWA,2015
302,32,JAWA BARAT,3272,KOTA SUKABUMI,BAYI,PEREMPUAN,25,JIWA,2015
303,32,JAWA BARAT,3272,KOTA SUKABUMI,NEONATAL,LAKI-LAKI,19,JIWA,2015
304,32,JAWA BARAT,3272,KOTA SUKABUMI,NEONATAL,PEREMPUAN,18,JIWA,2015
305,32,JAWA BARAT,3273,KOTA BANDUNG,ANAK BALITA,LAKI-LAKI,25,JIWA,2015
306,32,JAWA BARAT,3273,KOTA BANDUNG,ANAK BALITA,PEREMPUAN,10,JIWA,2015
307,32,JAWA BARAT,3273,KOTA BANDUNG,BAYI,LAKI-LAKI,84,JIWA,2015
308,32,JAWA BARAT,3273,KOTA BANDUNG,BAYI,PEREMPUAN,78,JIWA,2015
309,32,JAWA BARAT,3273,KOTA BANDUNG,NEONATAL,LAKI-LAKI,63,JIWA,2015
310,32,JAWA BARAT,3273,KOTA BANDUNG,NEONATAL,PEREMPUAN,56,JIWA,2015
311,32,JAWA BARAT,3274,KOTA CIREBON,ANAK BALITA,LAKI-LAKI,2,JIWA,2015
312,32,JAWA BARAT,3274,KOTA CIREBON,ANAK BALITA,PEREMPUAN,6,JIWA,2015
313,32,JAWA BARAT,3274,KOTA CIREBON,BAYI,LAKI-LAKI,10,JIWA,2015
314,32,JAWA BARAT,3274,KOTA CIREBON,BAYI,PEREMPUAN,9,JIWA,2015
315,32,JAWA BARAT,3274,KOTA CIREBON,NEONATAL,LAKI-LAKI,6,JIWA,2015
316,32,JAWA BARAT,3274,KOTA CIREBON,NEONATAL,PEREMPUAN,5,JIWA,2015
317,32,JAWA BARAT,3275,KOTA BEKASI,ANAK BALITA,LAKI-LAKI,3,JIWA,2015
318,32,JAWA BARAT,3275,KOTA BEKASI,ANAK BALITA,PEREMPUAN,2,JIWA,2015
319,32,JAWA BARAT,3275,KOTA BEKASI,BAYI,LAKI-LAKI,54,JIWA,2015
320,32,JAWA BARAT,3275,KOTA BEKASI,BAYI,PEREMPUAN,22,JIWA,2015
321,32,JAWA BARAT,3275,KOTA BEKASI,NEONATAL,LAKI-LAKI,50,JIWA,2015
322,32,JAWA BARAT,3275,KOTA BEKASI,NEONATAL,PEREMPUAN,18,JIWA,2015
323,32,JAWA BARAT,3276,KOTA DEPOK,ANAK BALITA,LAKI-LAKI,0,JIWA,2015
324,32,JAWA BARAT,3276,KOTA DEPOK,ANAK BALITA,PEREMPUAN,1,JIWA,2015
325,32,JAWA BARAT,3276,KOTA DEPOK,BAYI,LAKI-LAKI,41,JIWA,2015
326,32,JAWA BARAT,3276,KOTA DEPOK,BAYI,PEREMPUAN,21,JIWA,2015
327,32,JAWA BARAT,3276,KOTA DEPOK,NEONATAL,LAKI-LAKI,38,JIWA,2015
328,32,JAWA BARAT,3276,KOTA DEPOK,NEONATAL,PEREMPUAN,20,JIWA,2015
329,32,JAWA BARAT,3277,KOTA CIMAHI,ANAK BALITA,LAKI-LAKI,3,JIWA,2015
330,32,JAWA BARAT,3277,KOTA CIMAHI,ANAK BALITA,PEREMPUAN,1,JIWA,2015
331,32,JAWA BARAT,3277,KOTA CIMAHI,BAYI,LAKI-LAKI,53,JIWA,2015
332,32,JAWA BARAT,3277,KOTA CIMAHI,BAYI,PEREMPUAN,36,JIWA,2015
333,32,JAWA BARAT,3277,KOTA CIMAHI,NEONATAL,LAKI-LAKI,42,JIWA,2015
334,32,JAWA BARAT,3277,KOTA CIMAHI,NEONATAL,PEREMPUAN,26,JIWA,2015
335,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ANAK BALITA,LAKI-LAKI,10,JIWA,2015
336,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ANAK BALITA,PEREMPUAN,11,JIWA,2015
337,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BAYI,LAKI-LAKI,64,JIWA,2015
338,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BAYI,PEREMPUAN,54,JIWA,2015
339,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEONATAL,LAKI-LAKI,50,JIWA,2015
340,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEONATAL,PEREMPUAN,37,JIWA,2015
341,32,JAWA BARAT,3201,KABUPATEN BOGOR,ANAK BALITA,LAKI-LAKI,4,JIWA,2016
342,32,JAWA BARAT,3201,KABUPATEN BOGOR,ANAK BALITA,PEREMPUAN,5,JIWA,2016
343,32,JAWA BARAT,3201,KABUPATEN BOGOR,BAYI,LAKI-LAKI,86,JIWA,2016
344,32,JAWA BARAT,3201,KABUPATEN BOGOR,BAYI,PEREMPUAN,56,JIWA,2016
345,32,JAWA BARAT,3201,KABUPATEN BOGOR,NEONATAL,LAKI-LAKI,78,JIWA,2016
346,32,JAWA BARAT,3201,KABUPATEN BOGOR,NEONATAL,PEREMPUAN,48,JIWA,2016
347,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ANAK BALITA,LAKI-LAKI,18,JIWA,2016
348,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ANAK BALITA,PEREMPUAN,13,JIWA,2016
349,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BAYI,LAKI-LAKI,177,JIWA,2016
350,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BAYI,PEREMPUAN,141,JIWA,2016
351,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NEONATAL,LAKI-LAKI,123,JIWA,2016
352,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NEONATAL,PEREMPUAN,109,JIWA,2016
353,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ANAK BALITA,LAKI-LAKI,4,JIWA,2016
354,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ANAK BALITA,PEREMPUAN,1,JIWA,2016
355,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BAYI,LAKI-LAKI,136,JIWA,2016
356,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BAYI,PEREMPUAN,78,JIWA,2016
357,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NEONATAL,LAKI-LAKI,123,JIWA,2016
358,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NEONATAL,PEREMPUAN,70,JIWA,2016
359,32,JAWA BARAT,3205,KABUPATEN GARUT,ANAK BALITA,LAKI-LAKI,0,JIWA,2016
360,32,JAWA BARAT,3205,KABUPATEN GARUT,ANAK BALITA,PEREMPUAN,0,JIWA,2016
361,32,JAWA BARAT,3205,KABUPATEN GARUT,BAYI,LAKI-LAKI,161,JIWA,2016
362,32,JAWA BARAT,3205,KABUPATEN GARUT,BAYI,PEREMPUAN,172,JIWA,2016
363,32,JAWA BARAT,3205,KABUPATEN GARUT,NEONATAL,LAKI-LAKI,154,JIWA,2016
364,32,JAWA BARAT,3205,KABUPATEN GARUT,NEONATAL,PEREMPUAN,163,JIWA,2016
365,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ANAK BALITA,LAKI-LAKI,14,JIWA,2016
366,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ANAK BALITA,PEREMPUAN,10,JIWA,2016
367,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BAYI,LAKI-LAKI,158,JIWA,2016
368,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BAYI,PEREMPUAN,97,JIWA,2016
369,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NEONATAL,LAKI-LAKI,123,JIWA,2016
370,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NEONATAL,PEREMPUAN,74,JIWA,2016
371,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ANAK BALITA,LAKI-LAKI,8,JIWA,2016
372,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ANAK BALITA,PEREMPUAN,0,JIWA,2016
373,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BAYI,LAKI-LAKI,68,JIWA,2016
374,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BAYI,PEREMPUAN,68,JIWA,2016
375,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NEONATAL,LAKI-LAKI,54,JIWA,2016
376,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NEONATAL,PEREMPUAN,47,JIWA,2016
377,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ANAK BALITA,LAKI-LAKI,9,JIWA,2016
378,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ANAK BALITA,PEREMPUAN,7,JIWA,2016
379,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BAYI,LAKI-LAKI,67,JIWA,2016
380,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BAYI,PEREMPUAN,45,JIWA,2016
381,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NEONATAL,LAKI-LAKI,51,JIWA,2016
382,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NEONATAL,PEREMPUAN,38,JIWA,2016
383,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ANAK BALITA,LAKI-LAKI,6,JIWA,2016
384,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ANAK BALITA,PEREMPUAN,5,JIWA,2016
385,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BAYI,LAKI-LAKI,70,JIWA,2016
386,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BAYI,PEREMPUAN,66,JIWA,2016
387,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NEONATAL,LAKI-LAKI,58,JIWA,2016
388,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NEONATAL,PEREMPUAN,53,JIWA,2016
389,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ANAK BALITA,LAKI-LAKI,13,JIWA,2016
390,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ANAK BALITA,PEREMPUAN,12,JIWA,2016
391,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BAYI,LAKI-LAKI,24,JIWA,2016
392,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BAYI,PEREMPUAN,14,JIWA,2016
393,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NEONATAL,LAKI-LAKI,47,JIWA,2016
394,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NEONATAL,PEREMPUAN,35,JIWA,2016
395,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ANAK BALITA,LAKI-LAKI,12,JIWA,2016
396,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ANAK BALITA,PEREMPUAN,10,JIWA,2016
397,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BAYI,LAKI-LAKI,184,JIWA,2016
398,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BAYI,PEREMPUAN,130,JIWA,2016
399,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NEONATAL,LAKI-LAKI,161,JIWA,2016
400,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NEONATAL,PEREMPUAN,113,JIWA,2016
401,32,JAWA BARAT,3213,KABUPATEN SUBANG,ANAK BALITA,LAKI-LAKI,2,JIWA,2016
402,32,JAWA BARAT,3213,KABUPATEN SUBANG,ANAK BALITA,PEREMPUAN,2,JIWA,2016
403,32,JAWA BARAT,3213,KABUPATEN SUBANG,BAYI,LAKI-LAKI,67,JIWA,2016
404,32,JAWA BARAT,3213,KABUPATEN SUBANG,BAYI,PEREMPUAN,52,JIWA,2016
405,32,JAWA BARAT,3213,KABUPATEN SUBANG,NEONATAL,LAKI-LAKI,63,JIWA,2016
406,32,JAWA BARAT,3213,KABUPATEN SUBANG,NEONATAL,PEREMPUAN,47,JIWA,2016
407,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ANAK BALITA,LAKI-LAKI,7,JIWA,2016
408,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ANAK BALITA,PEREMPUAN,7,JIWA,2016
409,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BAYI,LAKI-LAKI,67,JIWA,2016
410,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BAYI,PEREMPUAN,48,JIWA,2016
411,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NEONATAL,LAKI-LAKI,56,JIWA,2016
412,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NEONATAL,PEREMPUAN,39,JIWA,2016
413,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ANAK BALITA,LAKI-LAKI,7,JIWA,2016
414,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ANAK BALITA,PEREMPUAN,1,JIWA,2016
415,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BAYI,LAKI-LAKI,109,JIWA,2016
416,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BAYI,PEREMPUAN,87,JIWA,2016
417,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NEONATAL,LAKI-LAKI,91,JIWA,2016
418,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NEONATAL,PEREMPUAN,78,JIWA,2016
419,32,JAWA BARAT,3216,KABUPATEN BEKASI,ANAK BALITA,LAKI-LAKI,1,JIWA,2016
420,32,JAWA BARAT,3216,KABUPATEN BEKASI,ANAK BALITA,PEREMPUAN,2,JIWA,2016
421,32,JAWA BARAT,3216,KABUPATEN BEKASI,BAYI,LAKI-LAKI,46,JIWA,2016
422,32,JAWA BARAT,3216,KABUPATEN BEKASI,BAYI,PEREMPUAN,46,JIWA,2016
423,32,JAWA BARAT,3216,KABUPATEN BEKASI,NEONATAL,LAKI-LAKI,44,JIWA,2016
424,32,JAWA BARAT,3216,KABUPATEN BEKASI,NEONATAL,PEREMPUAN,39,JIWA,2016
425,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ANAK BALITA,LAKI-LAKI,2,JIWA,2016
426,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ANAK BALITA,PEREMPUAN,2,JIWA,2016
427,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BAYI,LAKI-LAKI,66,JIWA,2016
428,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BAYI,PEREMPUAN,48,JIWA,2016
429,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NEONATAL,LAKI-LAKI,63,JIWA,2016
430,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NEONATAL,PEREMPUAN,44,JIWA,2016
431,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ANAK BALITA,LAKI-LAKI,6,JIWA,2016
432,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ANAK BALITA,PEREMPUAN,4,JIWA,2016
433,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BAYI,LAKI-LAKI,30,JIWA,2016
434,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BAYI,PEREMPUAN,24,JIWA,2016
435,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEONATAL,LAKI-LAKI,19,JIWA,2016
436,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NEONATAL,PEREMPUAN,17,JIWA,2016
437,32,JAWA BARAT,3271,KOTA BOGOR,ANAK BALITA,LAKI-LAKI,0,JIWA,2016
438,32,JAWA BARAT,3271,KOTA BOGOR,ANAK BALITA,PEREMPUAN,0,JIWA,2016
439,32,JAWA BARAT,3271,KOTA BOGOR,BAYI,LAKI-LAKI,37,JIWA,2016
440,32,JAWA BARAT,3271,KOTA BOGOR,BAYI,PEREMPUAN,17,JIWA,2016
441,32,JAWA BARAT,3271,KOTA BOGOR,NEONATAL,LAKI-LAKI,30,JIWA,2016
442,32,JAWA BARAT,3271,KOTA BOGOR,NEONATAL,PEREMPUAN,13,JIWA,2016
443,32,JAWA BARAT,3272,KOTA SUKABUMI,ANAK BALITA,LAKI-LAKI,2,JIWA,2016
444,32,JAWA BARAT,3272,KOTA SUKABUMI,ANAK BALITA,PEREMPUAN,2,JIWA,2016
445,32,JAWA BARAT,3272,KOTA SUKABUMI,BAYI,LAKI-LAKI,25,JIWA,2016
446,32,JAWA BARAT,3272,KOTA SUKABUMI,BAYI,PEREMPUAN,22,JIWA,2016
447,32,JAWA BARAT,3272,KOTA SUKABUMI,NEONATAL,LAKI-LAKI,17,JIWA,2016
448,32,JAWA BARAT,3272,KOTA SUKABUMI,NEONATAL,PEREMPUAN,12,JIWA,2016
449,32,JAWA BARAT,3273,KOTA BANDUNG,ANAK BALITA,LAKI-LAKI,0,JIWA,2016
450,32,JAWA BARAT,3273,KOTA BANDUNG,ANAK BALITA,PEREMPUAN,0,JIWA,2016
451,32,JAWA BARAT,3273,KOTA BANDUNG,BAYI,LAKI-LAKI,0,JIWA,2016
452,32,JAWA BARAT,3273,KOTA BANDUNG,BAYI,PEREMPUAN,0,JIWA,2016
453,32,JAWA BARAT,3273,KOTA BANDUNG,NEONATAL,LAKI-LAKI,0,JIWA,2016
454,32,JAWA BARAT,3273,KOTA BANDUNG,NEONATAL,PEREMPUAN,0,JIWA,2016
455,32,JAWA BARAT,3274,KOTA CIREBON,ANAK BALITA,LAKI-LAKI,4,JIWA,2016
456,32,JAWA BARAT,3274,KOTA CIREBON,ANAK BALITA,PEREMPUAN,1,JIWA,2016
457,32,JAWA BARAT,3274,KOTA CIREBON,BAYI,LAKI-LAKI,9,JIWA,2016
458,32,JAWA BARAT,3274,KOTA CIREBON,BAYI,PEREMPUAN,10,JIWA,2016
459,32,JAWA BARAT,3274,KOTA CIREBON,NEONATAL,LAKI-LAKI,8,JIWA,2016
460,32,JAWA BARAT,3274,KOTA CIREBON,NEONATAL,PEREMPUAN,10,JIWA,2016
461,32,JAWA BARAT,3275,KOTA BEKASI,ANAK BALITA,LAKI-LAKI,1,JIWA,2016
462,32,JAWA BARAT,3275,KOTA BEKASI,ANAK BALITA,PEREMPUAN,1,JIWA,2016
463,32,JAWA BARAT,3275,KOTA BEKASI,BAYI,LAKI-LAKI,34,JIWA,2016
464,32,JAWA BARAT,3275,KOTA BEKASI,BAYI,PEREMPUAN,14,JIWA,2016
465,32,JAWA BARAT,3275,KOTA BEKASI,NEONATAL,LAKI-LAKI,23,JIWA,2016
466,32,JAWA BARAT,3275,KOTA BEKASI,NEONATAL,PEREMPUAN,13,JIWA,2016
467,32,JAWA BARAT,3276,KOTA DEPOK,ANAK BALITA,LAKI-LAKI,4,JIWA,2016
468,32,JAWA BARAT,3276,KOTA DEPOK,ANAK BALITA,PEREMPUAN,2,JIWA,2016
469,32,JAWA BARAT,3276,KOTA DEPOK,BAYI,LAKI-LAKI,55,JIWA,2016
470,32,JAWA BARAT,3276,KOTA DEPOK,BAYI,PEREMPUAN,37,JIWA,2016
471,32,JAWA BARAT,3276,KOTA DEPOK,NEONATAL,LAKI-LAKI,39,JIWA,2016
472,32,JAWA BARAT,3276,KOTA DEPOK,NEONATAL,PEREMPUAN,29,JIWA,2016
473,32,JAWA BARAT,3277,KOTA CIMAHI,ANAK BALITA,LAKI-LAKI,1,JIWA,2016
474,32,JAWA BARAT,3277,KOTA CIMAHI,ANAK BALITA,PEREMPUAN,3,JIWA,2016
475,32,JAWA BARAT,3277,KOTA CIMAHI,BAYI,LAKI-LAKI,39,JIWA,2016
476,32,JAWA BARAT,3277,KOTA CIMAHI,BAYI,PEREMPUAN,27,JIWA,2016
477,32,JAWA BARAT,3277,KOTA CIMAHI,NEONATAL,LAKI-LAKI,30,JIWA,2016
478,32,JAWA BARAT,3277,KOTA CIMAHI,NEONATAL,PEREMPUAN,20,JIWA,2016
479,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ANAK BALITA,LAKI-LAKI,8,JIWA,2016
480,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ANAK BALITA,PEREMPUAN,10,JIWA,2016
481,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BAYI,LAKI-LAKI,23,JIWA,2016
482,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BAYI,PEREMPUAN,17,JIWA,2016
483,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEONATAL,LAKI-LAKI,40,JIWA,2016
484,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NEONATAL,PEREMPUAN,29,JIWA,2016
485,32,JAWA BARAT,3279,KOTA BANJAR,ANAK BALITA,LAKI-LAKI,9,JIWA,2016
486,32,JAWA BARAT,3279,KOTA BANJAR,ANAK BALITA,PEREMPUAN,8,JIWA,2016
487,32,JAWA BARAT,3279,KOTA BANJAR,BAYI,LAKI-LAKI,26,JIWA,2016
488,32,JAWA BARAT,3279,KOTA BANJAR,BAYI,PEREMPUAN,20,JIWA,2016
489,32,JAWA BARAT,3279,KOTA BANJAR,NEONATAL,LAKI-LAKI,17,JIWA,2016
490,32,JAWA BARAT,3279,KOTA BANJAR,NEONATAL,PEREMPUAN,17,JIWA,2016
491,32,JAWA BARAT,3201,KABUPATEN BOGOR,ANAK BALITA,LAKI-LAKI,3,JIWA,2017
492,32,JAWA BARAT,3201,KABUPATEN BOGOR,ANAK BALITA,PEREMPUAN,5,JIWA,2017
